order,author,Book_name,recommend,Reading_people,info,cover
60,高野和明,消失的13级台阶,88.5%,1677,是否值得为一场痛快淋漓的复仇，陪葬掉自己的人生？荣获日本推理小说至高荣誉江户川乱步奖！日本著名推理小说家宫部美雪好评盛赞，曾为本书写解说。作者高野和明曾获日本推理作家协会奖，作品入围各大榜单。本书荣获周刊文春“推理小说BEST10”第2名。入围“这本推理小说了不起”榜单。推理名家赤川次郎、宫部美雪、逢坂刚、北方谦三、北村熏等人一致高度推荐！曾改拍成电影，反町隆史、山崎努领衔主演！扑朔迷离的案件背后，是一次对死刑制度鞭辟入里的探讨。一对老夫妇惨遭杀害。一切证据都指向树原亮，他却因车祸，恰好丧失了案发前后数小时的记忆……死刑执行官南乡携手刚假释出狱的纯一调查，希望替这位丧失记忆的死刑犯洗清冤屈。但他们查到的线索，只有树原亮记得自己曾“走在台阶上”。距离树原亮被执行死刑的时间所剩无几，但这起案件始终疑云重重，仅有的线索“台阶”仿佛也凭空消失了……,https://wfqqreader-1252317822.image.myqcloud.com/cover/8/31515008/t6_31515008.jpg
61,罗翔,圆圈正义：作为自由前提的信念,92.0%,4994,《圆圈正义》一书共收录作者的49篇随笔文章，分为“圆圈正义”“何谓榜样”“道德谴责的打开方式”“身负权力各自珍重”“法律人的理智和多数人的情感”“生命的尊严”“心怀永恒活在当下”七大部分，作者在本书中运用特有的坦诚、自省而尖锐的笔调，探讨了法律、正义、道德、权力的理念与现实、分析了如张扣扣案、莫某纵火案等社会热点案件、分享了自身求学经验和对人生的思考。本书不仅启蒙读者法律意识和法治观念，更在于帮助读者理解法律背后更深层次的价值基础。,https://wfqqreader-1252317822.image.myqcloud.com/cover/732/40457732/t6_40457732.jpg
62,陶勇 李润,目光（2020年度中国好书，陶勇医生首部文学随笔）,94.8%,705,《目光》是一本医生的沉思录，也是我们每一个人成长的启示录。书中包含了陶勇从医二十年来对人生的思考与感悟，对生死的看法，对人性善恶的思辨，对放弃与坚守、少数与多数的选择，对医患关系的审视……他的文字就像是他的手术刀，将人间种种悲欢都精准而细腻地在窄小的纸面上铺开、沉淀，他想治好每个人的病，也想医好每个人的心。虽然被伤事件迫使他的人生转变了方向，但是他一直坚持的以仁心做事的信仰，从未改变。他说：“初心放在最大的诱惑和最深的伤害里才能检验其珍贵——我不是神，但愿意继续发出我的微光。”他的目光依旧笃定，步履从容，心性坚韧，他相信希望的力量，相信爱可以治愈世间一切的苦难，相信每一双眼睛的背后，都是光明。本书在由中宣部指导，中国图书评论学会评选，中央广播电视总台承制的“年度优秀图书颁奖典礼”中荣获“2020年度中国好书”奖。,https://wfqqreader-1252317822.image.myqcloud.com/cover/828/34657828/t6_34657828.jpg
63,夏萌,你是你吃出来的：吃对少生病，病了这样吃,85.4%,1873,《你是你吃出来的》是前安贞医院营养科主任夏萌总结自身患病经历和10万+临床病例写成。高血压、高血脂、糖尿病、冠心病等慢病人群都曾陷入同一个误区——误以为低油低脂保健康，其实多是蛋白质缺乏式营养不良；误以为只能终生服药或手术，忽略了饮食等生活方式改变带来的真正康复。作者结合实例提出：要预防疾病，先回到史上人类进化突飞猛进阶段的食谱——{植物类食物65%+动物类食物35%}，一日三餐才是真正的保健品；针对已患慢病人群，提出“四分法”，讲解冠心病、甲状腺结节、胃炎、心悸、便秘、高血压、痛经、抑郁、老年痴呆14种常见慢病饮食治病方法，帮助患者控制疾病和恢复健康。中国人到底怎样吃才健康？一本书重建健康饮食新认知——吃对少生病，病了这样吃。,https://wfqqreader-1252317822.image.myqcloud.com/cover/661/920661/t6_920661.jpg
64,罗伯特·西奥迪尼,影响力（经典版）,83.3%,1596,本书是西奥迪尼的社会心理学经典作品，在书中，作者从专业角度为读者阐释了顺从他人行为背后的极具说服力六大基本原则：互惠、承诺和一致、社会认同、喜好、权威和稀缺，为我们解释了为什么有些人极具说服力，而我们总是容易上当受骗。本书对于商业人士以及广大普通读者有深远的意义，教你学会对顺从业人士说“不”，帮助你成为一个真正对他人有影响力的人。西奥迪尼经典作品 风靡全球30载，被引述率高居当今社会心理学之冠，《财富》杂志鼎力推荐的“75本商业必读书”之一，亚马逊推荐的“人生必读100本书”之一。,https://wfqqreader-1252317822.image.myqcloud.com/cover/426/823426/t6_823426.jpg
65,刘慈欣,乡村教师,84.8%,186,身居僻壤山乡村古井村教师李宝库已经时日无多，社会的磨难，生活的阻力，无穷无尽的且无法颠覆的绝望将他重重压在下面。然而从自己恩师那里继承的承诺与信念。让他始终心系村里4个调皮捣蛋的学生。并下定决心要为这些孩子贡献出最后一份心力与生命。,https://wfqqreader-1252317822.image.myqcloud.com/cover/517/597517/t6_597517.jpg
66,亨利·基辛格,论中国,83.8%,1258,《论中国》是美国前国务卿亨利·基辛格唯一一部中国问题专著。他以一位资深外交家和思想家的独特视角，分析和梳理了中国自鸦片战争以来的外交传统，从围棋文化与孙子兵法中探寻中国人的战略思维模式，特别是试图揭示新中国成立以来，中国外交战略的制定和决策机制，以及对“一边倒”的外交政策、抗美援朝、中美建交、三次台海危机等等重大外交事件来龙去脉的深度解读。作为历史的亲历者，基辛格博士还在书中记录了自己与毛泽东、邓小平等几代中国领导人的交往。本书用世界视角国际眼光，重新解读中国的过去和未来，凝结了基辛格博士的战略理论以及对中国问题数十年的研究成果，注定将成为让世界认识中国、让中国重新认识自己的一部重量级作品！,https://wfqqreader-1252317822.image.myqcloud.com/cover/582/914582/t6_914582.jpg
67,二混子,半小时漫画中国史（全新修订版）,83.0%,331,其实是一本严谨的极简中国史！200万粉丝大号“混子曰”创始人全新推出历史作品！“混子曰”公众号下的“Stone历史剧”栏目平均阅读量为30万，累计阅读量高达1亿次。前央视著名主持人、热播网综《奇葩说》导师张泉灵鼎力推荐。看半小时漫画，通三千年历史，脉络无比清晰，看完就能倒背。笑一顿的工夫，理顺中国通史。每一页都有历史段子，每三秒让你笑翻一次。仅仅通过手绘和段子，二混子就捋出清晰的历史大脉络：春秋战国像个班级、大秦过把瘾就死、三国就三大战役、魏晋乱世多奇葩、南北朝盛产败家子、大唐酷炫民族风……而你在笑出腹肌的同时，不知不觉已经通晓了历史。,https://wfqqreader-1252317822.image.myqcloud.com/cover/893/855893/t6_855893.jpg
68,丹尼尔·凯斯,献给阿尔吉侬的花束,92.7%,3745,《24个比利》作者的人性关怀经典，囊括星云奖、雨果奖两项科幻大奖，获科幻大师阿西莫夫盛赞！全美销售超过500万册，并被多次改编成影视剧、舞台剧，首部改编电影《查理》男主角克里夫·罗伯逊拿下奥斯卡最佳男主角奖的殊荣，2015年山下智久主演的同名日剧获得超高口碑。这部小说探讨了心智障碍主角查理·高登与白老鼠阿尔吉侬在医疗介入后，身体与心理的变化。声称能改造智能的科学实验在白老鼠阿尔吉侬身上获得了突破性的进展，下一步急需进行人体实验。个性和善、学习态度积极的心智障碍者查理·高登成为最佳人选。手术成功后，查理的智商从68跃升为185，然而那些从未有过的情绪和记忆也逐渐浮现。从心智障碍变成最强大脑，他才明白，理解是最大的残酷。在《献给阿尔吉侬的花束》大获成功之后，凯斯又陆续推出了《第5位莎莉》、《24个比利》、《比利战争》及回忆录《阿尔吉侬、查理与我》等作品，成为读者心目中最擅长以医疗背景描写人类心理的作家。,https://wfqqreader-1252317822.image.myqcloud.com/cover/863/857863/t6_857863.jpg
69,罗翔,法治的细节,95.1%,4902,《法治的细节》是中国政法大学法学教授罗翔全新的法学随笔，面向大众读者，从热点案件解读、法学理念科普、经典名著讲解等6大板块，普及法律常识与法治观念。内容包括辛普森案、电车难题、性同意制度等法律基本常识，或N号房、张玉环案等时事热点的案件，多维度培育法律思维，助力法治社会的构建，点亮每个人心中的法治之光。 此外，本书还收录了罗翔在爆红后的心路历程，分享其求学成长经历，袒露其心境的变化与成熟，与读者一起通过阅读与思辨，走出生活中的迷茫时刻，在现实中共同完善法治的细节。,https://weread-1258476243.file.myqcloud.com/weread/cover/40/3300012940/t6_3300012940.jpg
70,埃莱娜·费兰特,那不勒斯四部曲,90.9%,3274,两个女人长达50年的友谊和战争！全球畅销近千万册，被翻译成40多种语言，包含《我的天才女友》、《新名字的故事》、《离开的，留下的》、《失踪的孩子》。,https://wfqqreader-1252317822.image.myqcloud.com/cover/113/30212113/t6_30212113.jpg
71,莫言,蛙,85.2%,1298,2012年诺贝尔文学奖得主莫言最著名的作品之一，第八届茅盾文学奖获奖作品。作品以一个乡村女医生波澜壮阔的一生，反思中国六十年计划生育史，传达对生命强烈的人道关怀，呈现知识分子灵魂深处的矛盾与伤痛，完整展现莫言文学王国的丰富与奥义。,https://wfqqreader-1252317822.image.myqcloud.com/cover/421/26435421/t6_26435421.jpg
72,玛格丽特·米切尔,飘（世界文学名著名译典藏）,93.5%,1153,《飘》是一部长篇小说，该书以亚特兰大以及附近的一个种植园为故事场景，描绘了内战前后美国南方人的生活。作品刻画了那个时代的许多南方人的形象，占中心位置的斯佳丽、瑞德、艾希礼、梅兰妮等人是其中的典型代表。他们的习俗礼仪、言行举止、精神观念、政治态度，通过对斯佳丽与白瑞德的爱情纠缠为主线，成功地再现了林肯领导的南北战争，美国南方地区的社会生活。,https://wfqqreader-1252317822.image.myqcloud.com/cover/300/25409300/t6_25409300.jpg
